host,hub,msg,day,ip,answ
unanime.eu,Unanime,"A titre d'information, si je passe un titre h3 en couleur avec :color et que je fais un lien appelé ""partager"" sur une page facebook, l'article apparaîtra sur l'annonce Facebook avec les références hexadecimales de la couleur.",130102,gw8.ovh.net,
w41k.info,newsnet,"ah oui tiens doncrnvoilà c'est fixé ; (amélioration de 'clean_internal_tags')",130102,imu137.infomaniak.ch,311
unanime.eu,Unanime,"Pour info encore : J'ai bien l'impression que, depuis la série de mises à jour de la fin de l'année, l'importation d'articles fonctionne mieux ! rnJe ne peux toujours pas importer et reproduire simultanément un article directement depuis son url comme autrefois. Mais il s'avère, (à vérifier cependant car je n'importe pas encore  suffisamment d'articles), que je peux corriger autant que je le souhaite, et que pour le moment, ça répond très bien et vite.  (avec AMT à 1200)",130105,gw8.ovh.net,
w41k.info,newsnet,"oui il y a eu des petits correctifs très déterminants ;rnplus AMT est bas plus c'est long à répondre ;rnun résultat excellent est obtenu avec 'save in ajax' à ON ;rnles erreurs d'importation peuvent provenir de l'absence de définitions (vérifier que vous utilisez les defs publiques), ou du fait d'une erreur de copie d'image (alors il faut refresh) ; ",130105,imu137.infomaniak.ch,313
unanime.eu,Unanime,"Bonjour. Quelle possibilité, lorsque l'on ouvre un hyperlien situé sur un article (sur un serveur Philum), d'obtenir le lien dans une nouvelle fenêtre (ou une popup) en conservant l'article de base en vue, sans avoir besoin de faire un ""retour"" sur le browser pour le retrouver ?",130107,gw8.ovh.net,
w41k.info,newsnet,"ben...rn- l'attribut '_blank' est déprécié depuis l'apparition du troisième bouton de la souris... ;rn- la rstr 'ajax mode' permet aux articles du site d'être ouverts dans une popup (connecteur :pub) ;rn- le futur connecteur 'apps' permettra d'appeler une iframe dans une popup ;",130108,imu137.infomaniak.ch,315
unanime.eu,Unanime,"Yes ! Et Thank you!  Mais là je me suis mal expliqué. Exemple concret : lorsque vous êtes sur facebook ou sur d'autres sites, vous ouvrez les liens DANS UNE AUTRE FENÊTRE.rnCe qui vous permet de maintenir votre page de travail. Pour ce faire, vous n'avez qu'à retourner à l'onglet d'à côté.rnJe ne sais si cela est possible techniquement, mais en tous cas je suis sûr que ce serait un plus sur le plan de l'ergonomie. Et qui différencierait Philum de WP et autres...rn(Bravo, au passage, pour le nouveau connecteur apps !) ",130108,gw8.ovh.net,315
w41k.info,newsnet,"ben oui mais non, c'est déprécié parce qu'on ne sait jamais la réaction d'un bouton sauf à la contrôler soi-même ; c'est à l'utilisateur de gérer sa navigation et pour ça il faut qu'il soit toujours en _SELF ;rn(bouton du milieu de la souris ouvre une nouvelle fenêtre)",130108,imu137.infomaniak.ch,315
unanime.eu,Unanime,"Deux petits décrochages repérés :rn1-""Tickets"", de nouveau seulement page 1 disponible.rn2- si l'on a changé un tire (corrigé une faute) et que l'on installe ""Recent"", ""Recent"" donne l'ancien titre avec sa faute.",130119,gw8.ovh.net,
w41k.info,newsnet,"en fait beaucoup de composants font référence à ce qui est en cache, d'où la présence de 'rebuild', qui n'est automatique que si le visiteur découvre un article plus récent (pas si on change le titre, mais ça peut s'arranger) ;",130119,imu137.infomaniak.ch,320
unanime.eu,Unanime,"Prospective Philum :rnPour information, suite (nous avions déjà abordé la question): Wordpress génère désormais de l'ePub directement depuis WP avec le plugin wp2epub !rnVoir le lien ici : http://unanime.eu/158",130120,gw8.ovh.net,
w41k.info,newsnet,"ah okrnc'est intéressant le principe de non-propriété",130121,imu137.infomaniak.ch,327
unanime.eu,Unanime,"J'ai perdu le fil (et les aiguilles) pour placer les tags par catégorie, en navigation, en haut du content (ou dans le menu). (j'utilisais rub-tag)",130122,gw8.ovh.net,
w41k.info,newsnet,"j'ai vu il manque un LOAD pour la condition 'art'",130122,imu137.infomaniak.ch,329
www.unanime.eu,Unanime,"Comment faire pour afficher les mots-clés par rubrique désormais (sans ""rub-tag"" ou quelque chose comme ça... devenue obsolète, puis disparu des écrans radar) ?",130123,gw8.ovh.net,
w41k.info,newsnet,"mais rub_tags n'est pas obsolète (un peu vieillot à la limite)",130123,imu137.infomaniak.ch,333
w41k.info,newsnet,"ah si dis donc il était présenté comme obsolète (rectif ok) ;rnmais ça ne l'empêchait pas de fonctionner",130123,imu137.infomaniak.ch,333
unanime.eu,Unanime,"Là, je comprends mieux: Je l'avais utilisé. Puis je l'ai supprimé par mégarde au lieu de faire un ""hide"". Et là il a complètement disparu de mon serveur ! Est-ce parce que c'est un ""once"" ?rn(moi j'ai pensé qu'il avait disparu parce qu'il était annoncé comme obsolète). Bon, il est localisé où dans le code, (que j'aille le récupérer par ftp) ?",130123,gw8.ovh.net,333
w41k.info,newsnet,"nan il avait disparu des tables,rnil est revenu dans la mise à jour",130123,imu137.infomaniak.ch,333
unanime.eu,Unanime,"Ah !OK ! :-)",130123,gw8.ovh.net,333
unanime.eu,Unanime,"Pour info.: version 130302. Mise a jour manuelle (automatique n'a pas fonctionné).",130302,gw8.ovh.net,
w41k.info,newsnet,"ok merci, on verra à la prochaine si ça vient d'où je crois",130303,imu137.infomaniak.ch,341
unanime.eu,Unanime,"Je confirme. La mise à jour 130304 est bien passée en automatique. Merci.",130304,gw8.ovh.net,341
